sl.no.,isbn,title,series_title,series_release_number,authors,publisher,language,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url,ISBN10
2069,9780743482882,Mr. Perfect,,,Linda Howard,Pocket Books,English,405,Mass Market Paperback,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Mystery', 'Thriller']","August 1, 2000",4.05,35512.0,2074.0,747.0,22400.0,7.99,https://www.goodreads.com/book/show/469901.Mr_Perfect,0743482883
2070,9780380800827,The Duke and I ,Bridgertons,1,Julia Quinn,Avon Books,English,384,Mass Market Paperback,"['Romance', 'Historical Romance', 'Historical Fiction', 'Historical', 'Fiction', 'Audiobook', 'Adult']","January 5, 2000",3.81,478861.0,35689.0,36200.0,269000.0,0.0,https://www.goodreads.com/book/show/110391.The_Duke_and_I,0380800829
2071,9780316737371,How to Train Your Dragon ,How to Train Your Dragon,1,Cressida Cowell,ROURKE,English,214,Paperback,"['Fantasy', 'Dragons', 'Middle Grade', 'Childrens', 'Fiction', 'Audiobook', 'Young Adult']","March 13, 2003",3.91,47806.0,5423.0,1885.0,29600.0,2.99,https://www.goodreads.com/book/show/352262.How_to_Train_Your_Dragon,0316737372
2072,9782253152859,Blonde,,,Joyce Carol Oates,Le Livre de Poche,French,1110,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Historical', 'Novels', 'Literary Fiction', 'American', 'Literature']","January 1, 2000",3.94,15302,1725,,31000.0,8.99,https://www.goodreads.com/book/show/15975.Blonde,2253152854
2073,9780553575101,In Pursuit of the Proper Sinner ,Inspector Lynley,10,Elizabeth  George,Bantam,English,718,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'British Literature', 'Detective']","January 1, 1999",4.12,15771.0,503.0,579.0,3134.0,10.99,https://www.goodreads.com/book/show/31373.In_Pursuit_of_the_Proper_Sinner,0553575104
2074,9780515130386,Carolina Moon,,,Nora Roberts,Jove,English,470,Mass Market Paperback,"['Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Suspense']","March 6, 2000",4.08,45209.0,1105.0,1334.0,11400.0,8.99,https://www.goodreads.com/book/show/116012.Carolina_Moon,0515130389
2075,9780812565959,Shadow of the Hegemon ,The Shadow Series,2,Orson Scott Card,Tor Books,English,451,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Young Adult', 'Audiobook', 'Adventure']","December 10, 2000",3.96,77552.0,1806.0,881.0,5846.0,8.99,https://www.goodreads.com/book/show/9534.Shadow_of_the_Hegemon,0812565959
2076,9780142300701,A Year Down Yonder ,A Long Way from Chicago,2,Richard Peck,Dial Books,English,130,Paperback,"['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Humor', 'Historical']","October 1, 2000",4.13,29788.0,2160.0,242.0,9212.0,8.99,https://www.goodreads.com/book/show/39980.A_Year_Down_Yonder,0142300705
2077,9780440238607,His Dark Materials ,His Dark Materials,1-3,Philip Pullman,Laurel Leaf,English,1088,Mass Market Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Science Fiction Fantasy', 'Science Fiction', 'Classics']","November 1, 2000",4.29,160585.0,5695.0,8244.0,85600.0,19.99,https://www.goodreads.com/book/show/18116.His_Dark_Materials,0440238609
2078,9780743484183,Easy Prey ,Lucas Davenport,11,John Sandford,Simon & Schuster,English,480,Paperback,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']","April 1, 2000",4.07,19796.0,651.0,1490.0,3914.0,9.99,https://www.goodreads.com/book/show/6838.Easy_Prey,0743484185
2079,9780751525359,The Last Precinct ,Kay Scarpetta,11,Patricia Cornwell,,English,565,Paperback,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']","October 16, 2000",3.89,38340.0,781.0,1319.0,10100.0,9.99,https://www.goodreads.com/book/show/320167.The_Last_Precinct,0751525359
2080,9780571207763,The Feast of the Goat,,,Mario Vargas Llosa,Faber and Faber,English,475,Paperback,"['Fiction', 'Historical Fiction', 'Novels', 'Spanish Literature', 'Latin American', 'Nobel Prize', 'Literature']","January 1, 2000",4.32,34599.0,3250.0,2403.0,46100.0,12.99,https://www.goodreads.com/book/show/53969.The_Feast_of_the_Goat,0571207766
2081,9780142501108,Lord Brocktree ,Redwall,13,Brian Jacques,Firebird,English,370,Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade']","September 26, 2000",3.99,50786.0,383.0,288.0,18800.0,8.99,https://www.goodreads.com/book/show/99085.Lord_Brocktree,0142501107
2082,9780811826846,The Beatles Anthology,,,The Beatles,Chronicle Books,English,368,Hardcover,"['Music', 'Nonfiction', 'Biography', 'History', 'Autobiography', 'Memoir', 'Pop Culture']","September 1, 2000",4.38,17100.0,273.0,267.0,28000.0,,https://www.goodreads.com/book/show/676555.The_Beatles_Anthology,0811826848
2083,9780141001760,Ravelstein,,,Saul Bellow,Penguin Books,English,233,Paperback,"['Fiction', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Classics', 'Jewish']","April 1, 2000",3.63,3820.0,395.0,145.0,3112.0,10.99,https://www.goodreads.com/book/show/324245.Ravelstein,0141001763
2084,9780968876831,The Red Tree,,,Shaun Tan,Simply Read Books,English,32,Hardcover,"['Picture Books', 'Childrens', 'Graphic Novels', 'Fiction', 'Art', 'Mental Health', 'Fantasy']","August 1, 2001",4.5,6220.0,779.0,38.0,5604.0,,https://www.goodreads.com/book/show/300946.The_Red_Tree,0968876838
2085,9780515130973,Running Blind ,Jack Reacher,4,Lee Child,Jove,English,512,Mass Market Paperback,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller']","January 1, 2000",4.12,106338.0,4561.0,7796.0,21900.0,9.99,https://www.goodreads.com/book/show/455925.Running_Blind,0515130974
2086,9780571199976,Proof,,,David Auburn,"Farrar, Straus and Giroux",English,83,Paperback,"['Plays', 'Drama', 'Theatre', 'Fiction', 'School', 'Read For School', 'Contemporary']","January 1, 2000",3.99,19274.0,540.0,46.0,7099.0,,https://www.goodreads.com/book/show/150720.Proof,0571199976
2087,9780671016999,Boundary Waters ,Cork O'Connor,2,William Kent Krueger,Pocket Star,English,416,Mass Market Paperback,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Crime', 'Mystery Thriller', 'Suspense']","May 1, 1999",4.1,23471.0,1863.0,3350.0,6596.0,0.0,https://www.goodreads.com/book/show/123604.Boundary_Waters,0671016997
2088,9780440241416,Confessions of a Shopaholic ,Shopaholic,1,Sophie Kinsella,Dell,English,368,Mass Market Paperback,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Contemporary Romance']","January 1, 2000",3.69,745285.0,13851.0,3624.0,223000.0,4.99,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,0440241413
2089,9780385498807,Bee Season,,,Myla Goldberg,Knopf Doubleday Publishing Group,English,275,Paperback,"['Fiction', 'Jewish', 'Contemporary', 'Adult Fiction', 'Coming Of Age', 'Book Club', 'Novels']","May 2, 2000",3.57,25209.0,1740.0,243.0,7859.0,12.99,https://www.goodreads.com/book/show/251762.Bee_Season,0385498802
2090,9780380808076,First Lady ,"Wynette, Texas",4,Susan Elizabeth Phillips,Avon,English,376,Paperback,"['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Humor', 'Adult']","January 1, 2000",4.0,12730.0,654.0,221.0,3464.0,7.99,https://www.goodreads.com/book/show/156563.First_Lady,0380808072
2091,9780312977894,Set in Darkness ,Inspector Rebus,11,Ian Rankin,Minotaur Books,English,448,Mass Market Paperback,"['Crime', 'Mystery', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller']","January 1, 2000",4.04,11919.0,413.0,466.0,2757.0,12.99,https://www.goodreads.com/book/show/69807.Set_in_Darkness,0312977891
2092,9781440634079,P is for Peril ,Kinsey Millhone,16,Sue Grafton,Putnam Adult,,304,ebook,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Audiobook', 'Thriller']","October 27, 2000",3.88,27559.0,1146.0,847.0,6968.0,9.99,https://www.goodreads.com/book/show/8644299-p-is-for-peril,1440634076
2093,9780679890676,Civil War on Sunday ,Magic Tree House,21,Mary Pope Osborne,Random House for Young Readers,English,96,Paperback,"['Childrens', 'Fantasy', 'Historical Fiction', 'Fiction', 'Chapter Books', 'Adventure', 'Middle Grade']","May 1, 2000",3.98,9478.0,362.0,552.0,2661.0,3.99,https://www.goodreads.com/book/show/409163.Civil_War_on_Sunday,067989067X
2094,9780441009428,Revelation Space ,Revelation Space,1,Alastair Reynolds,Ace Books,English,585,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Space Opera', 'Space', 'Science Fiction Fantasy', 'Audiobook', 'Hard Science Fiction']","January 1, 2000",3.99,55105.0,2839.0,3165.0,47300.0,9.99,https://www.goodreads.com/book/show/89187.Revelation_Space,0441009425
2095,9780006513223,The Bronze Horseman ,The Bronze Horseman,1,Paullina Simons,HarperCollins,English,637,Paperback,"['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia']","July 17, 2000",4.3,85703.0,9108.0,5160.0,103000.0,13.49,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,0006513220
2096,9780553107234,Tough Cookie ,A Goldy Bear Culinary Mystery,9,Diane Mott Davidson,Bantam,English,291,Hardcover,"['Mystery', 'Fiction', 'Cozy Mystery', 'Mystery Thriller', 'Food', 'Culinary', 'Humor']","February 29, 2000",3.91,8460.0,291.0,265.0,1801.0,4.99,https://www.goodreads.com/book/show/374148.Tough_Cookie,0553107232
2097,9780515134506,Obsidian Butterfly ,"Anita Blake, Vampire Hunter",9,Laurell K. Hamilton,Berkley,English,596,Mass Market Paperback,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Horror', 'Paranormal Romance']","January 1, 2000",4.09,64741.0,1640.0,828.0,10400.0,8.99,https://www.goodreads.com/book/show/190361.Obsidian_Butterfly,0515134503
2098,9780385497718,London: The Biography,,,Peter Ackroyd,Anchor,English,801,Paperback,"['History', 'Nonfiction', 'Travel', 'Biography', 'British Literature', 'Cities', 'Historical']","December 5, 2000",3.96,5678.0,473.0,999.0,12200.0,8.99,https://www.goodreads.com/book/show/107400.London,0385497717
2099,,Chocolate Chip Cookie Murder ,Hannah Swensen,1,Joanne Fluke,Kensington,English,436,Mass Market Paperback,"['Mystery', 'Cozy Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Adult']","April 1, 2000",3.69,61829.0,4885.0,558.0,50100.0,0.0,https://www.goodreads.com/book/show/36347162-chocolate-chip-cookie-murder,
2100,,The Shadow of the Wind ,The Cemetery of Forgotten Books,1,Carlos Ruiz Zafón,Penguin Books,English,487,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Historical', 'Spain']","May 1, 2001",4.3,627501.0,50469.0,30400.0,535000.0,12.91,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,
2101,,American Gods,,,Neil Gaiman,William Morrow,English,635,Kindle Edition,"['Fantasy', 'Fiction', 'Mythology', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy']","June 19, 2001",4.11,916749.0,45769.0,45900.0,708000.0,0.0,https://www.goodreads.com/book/show/30165203-american-gods,
2102,9780385721790,Atonement,,,Ian McEwan,Anchor Books,English,351,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Literary Fiction']","September 20, 2001",3.94,515973.0,22228.0,11200.0,365000.0,8.99,https://www.goodreads.com/book/show/6867.Atonement,038572179X
2103,9780770430078,Life of Pi,,,Yann Martel,Seal Books,English,460,Paperback,"['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Magical Realism', 'Novels', 'Literature']","September 11, 2001",3.93,1610506.0,52968.0,25600.0,765000.0,0.0,https://www.goodreads.com/book/show/4214.Life_of_Pi,0770430074
2104,9780441008537,Dead Until Dark ,Sookie Stackhouse,1,Charlaine Harris,Ace Books,English,292,Mass Market Paperback,"['Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Mystery']","May 1, 2001",3.97,537896.0,20064.0,6817.0,140000.0,2.99,https://www.goodreads.com/book/show/301082.Dead_Until_Dark,0441008534
2105,9780743223133,John Adams,,,David McCullough,Simon & Schuster Paperbacks,English,751,Paperback,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Politics', 'Historical']","May 1, 2001",4.07,359949.0,7166.0,6700.0,346000.0,14.99,https://www.goodreads.com/book/show/2203.John_Adams,0743223136
2106,9780142001806,The Eyre Affair ,Thursday Next,1,Jasper Fforde,Penguin Books,English,374,Paperback,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Books About Books', 'Time Travel']","July 19, 2001",3.89,132154.0,11412.0,2778.0,85000.0,12.99,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,0142001805
2107,9780439321600,Fantastic Beasts and Where to Find Them,,,J.K. Rowling,Arthur A. Levine Books,English,128,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook']","March 1, 2001",3.96,398651.0,12590.0,11600.0,3116.0,0.0,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,0439321603
2108,9780439321617,Quidditch Through the Ages,,,J.K. Rowling,Scholastic,English,105,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Magic', 'Middle Grade', 'Audiobook']","March 12, 2001",3.81,177700.0,6826.0,4617.0,59400.0,0.0,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,0439321611
2109,9780385729338,The Sisterhood of the Traveling Pants ,Sisterhood,1,Ann Brashares,Delacorte Press,English,294,Hardcover,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']","September 11, 2001",3.84,701615.0,8523.0,2451.0,170000.0,8.99,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,0385729332
2110,,The Other Boleyn Girl ,The Plantagenet and Tudor Novels,9,Philippa Gregory,Washington Square Press,English,661,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Adult', 'British Literature', 'Historical Romance']","April 21, 2001",4.08,495921.0,17787.0,4700.0,160000.0,0.0,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,
2111,9780060584757,Mystic River,,,Dennis Lehane,William Morrow Paperbacks,English,416,Paperback,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']","January 1, 2001",4.17,144387.0,4865.0,3192.0,96000.0,6.99,https://www.goodreads.com/book/show/21671.Mystic_River,0060584750
2112,,Artemis Fowl ,Artemis Fowl,1,Eoin Colfer,Miramax,English,396,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Science Fiction', 'Adventure']","April 26, 2001",3.86,545071.0,13626.0,17100.0,203000.0,0.0,https://www.goodreads.com/book/show/249747.Artemis_Fowl,
2113,9780345457370,The Bonesetter's Daughter,,,Amy Tan,Ballantine Books,English,387,Paperback,"['Fiction', 'Historical Fiction', 'China', 'Historical', 'Asia', 'Contemporary', 'Asian Literature']","February 19, 2001",3.99,128661.0,4016.0,1833.0,55400.0,13.99,https://www.goodreads.com/book/show/12555.The_Bonesetter_s_Daughter,0345457374
2114,9780805063899,Nickel and Dimed,,,Barbara Ehrenreich,Owl Books (Henry Holt),English,240,Paperback,"['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Memoir', 'Social Justice', 'Poverty']","May 8, 2001",3.65,191122.0,7336.0,1841.0,97200.0,0.0,https://www.goodreads.com/book/show/1869.Nickel_and_Dimed,0805063897
2115,,Bel Canto,,,Ann Patchett,Harper Perennial,English,318,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Book Club', 'Music', 'Historical Fiction', 'Novels']","May 22, 2001",3.93,280692.0,18270.0,7659.0,132000.0,15.49,https://www.goodreads.com/book/show/5826.Bel_Canto,
2116,9781841156736,The Corrections,,,Jonathan Franzen,Fourth Estate Paperbacks,English,653,Paperback,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Family']","January 1, 2001",3.83,181765.0,11234.0,6525.0,109000.0,0.0,https://www.goodreads.com/book/show/3805.The_Corrections,1841156736
2117,9780142001745,The Secret Life of Bees,,,Sue Monk Kidd,Penguin Books,English,302,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Historical', 'Contemporary', 'Adult Fiction']","November 8, 2001",4.09,1283789.0,35354.0,12000.0,527000.0,12.99,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,0142001740
2118,9780330493741,Kushiel's Dart ,Phèdre's Trilogy,1,Jacqueline Carey,Tor Fantasy,English,1040,Paperback,"['Fantasy', 'Romance', 'Fiction', 'Epic Fantasy', 'Erotica', 'Adult', 'High Fantasy']","June 23, 2001",4.02,79750.0,4901.0,3902.0,69100.0,12.99,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart,0330493744
2119,9780345465085,Seabiscuit: An American Legend,,,Laura Hillenbrand,Ballantine Books,English,457,Mass Market Paperback,"['Nonfiction', 'History', 'Biography', 'Sports', 'Animals', 'Horses', 'Historical']","June 30, 1999",4.22,162413.0,5021.0,2149.0,64900.00000000001,9.99,https://www.goodreads.com/book/show/110737.Seabiscuit,0345465083
2120,9780061234002,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,,,Steven D. Levitt,William Morrow,English,268,Hardcover,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']","April 12, 2005",4.01,846380.0,19074.0,16700.0,545000.0,11.49,https://www.goodreads.com/book/show/1202.Freakonomics,0061234001
2121,9780671027384,Deception Point,,,Dan Brown,Pocket Books,English,556,Mass Market Paperback,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure', 'Science Fiction']","January 1, 2001",3.75,667342.0,11024.0,7822.0,197000.0,13.99,https://www.goodreads.com/book/show/976.Deception_Point,0671027387
2122,9780060012342,The Amazing Maurice and His Educated Rodents ,Discworld,28,Terry Pratchett,Clarion Books,English,256,Library Binding,"['Fantasy', 'Fiction', 'Humor', 'Young Adult', 'Childrens', 'Comedy', 'Animals']","November 1, 2001",4.06,47768.0,2213.0,1064.0,19600.0,11.49,https://www.goodreads.com/book/show/34534.The_Amazing_Maurice_and_His_Educated_Rodents,006001234X
2123,9780763625290,The Tale of Despereaux,,,Kate DiCamillo,Candlewick Press,English,272,Paperback,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']","August 25, 2003",4.07,197441.0,12098.0,3650.0,64700.0,6.83,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux,0763625299
2124,9781416510567,Fatal Voyage ,Temperance Brennan,4,Kathy Reichs,Pocket Star,English,448,Mass Market Paperback,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']","July 17, 2001",4.05,50766.0,1369.0,858.0,18400.0,9.99,https://www.goodreads.com/book/show/128759.Fatal_Voyage,1416510567
2125,9780142001431,Year of Wonders,,,Geraldine Brooks,Penguin Books,English,304,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Book Club', 'Audiobook', 'Adult']","January 1, 2001",4.01,161044.0,12290.0,4874.0,125000.0,14.99,https://www.goodreads.com/book/show/4965.Year_of_Wonders,0142001430
2126,9780060838584,Fast Food Nation: The Dark Side of the All-American Meal,,,Eric Schlosser,Harper Perennial,English,383,Paperback,"['Nonfiction', 'Food', 'Health', 'Sociology', 'Politics', 'History', 'Science']","January 17, 2001",3.75,205596.0,5655.0,2484.0,117000.0,14.49,https://www.goodreads.com/book/show/1097.Fast_Food_Nation,0060838582
2127,9780451458445,Grave Peril ,The Dresden Files,3,Jim Butcher,ROC,English,378,Paperback,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Audiobook']","September 1, 2001",4.14,164195.0,6974.0,4232.0,21700.0,5.99,https://www.goodreads.com/book/show/91476.Grave_Peril,0451458443
2128,9782226131904,Dreamcatcher,,,Stephen King,,English,688,Paperback,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Aliens', 'Supernatural']","February 20, 2001",3.65,174526,3503,,82900.0,13.99,https://www.goodreads.com/book/show/11570.Dreamcatcher,2226131906
2129,9780452286030,Bitten ,Otherworld,1,Kelley Armstrong,Plume Books,English,436,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Fiction']","September 21, 2001",4.02,101952.0,4930.0,2203.0,70500.0,6.99,https://www.goodreads.com/book/show/11918.Bitten,0452286034
2130,9780440221661,The Fiery Cross ,Outlander,5,Diana Gabaldon,Dell,English,1443,Mass Market Paperback,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']","November 6, 2001",4.26,209183.0,8738.0,17500.0,109000.0,7.99,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,0440221668
2131,9780061479946,Princess in the Spotlight ,The Princess Diaries,2,Meg Cabot,HarperTeen,English,223,Paperback,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']","June 26, 2001",3.71,62696.0,2192.0,719.0,14000.0,7.99,https://www.goodreads.com/book/show/1547105.Princess_in_the_Spotlight,0061479942
2132,9780802139252,Peace Like a River,,,Leif Enger,Grove Pr,English,312,Paperback,"['Fiction', 'Historical Fiction', 'Book Club', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult']","August 2, 2001",4.01,89929.0,9079.0,3878.0,30600.0,9.99,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,0802139256
2133,9780440236702,Tell No One,,,Harlan Coben,Dell Publishing Company,English,370,Mass Market Paperback,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']","June 19, 2001",4.08,158110.0,7786.0,5878.0,103000.0,9.99,https://www.goodreads.com/book/show/43933.Tell_No_One,0440236703
2134,9780007133611,The Curse of Chalion ,World of the Five Gods,1,Lois McMaster Bujold,Voyager,English,490,Paperback,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Romance', 'Audiobook']","August 14, 2001",4.17,38893.0,2949.0,1261.0,44000.0,13.99,https://www.goodreads.com/book/show/61886.The_Curse_of_Chalion,0007133618
2135,9780060566210,The Ersatz Elevator ,A Series of Unfortunate Events,6,Lemony Snicket,HarperCollins Publishers,English,259,Hardcover,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']","February 20, 2001",4.05,146193.0,4473.0,1448.0,32900.0,1.99,https://www.goodreads.com/book/show/172327.The_Ersatz_Elevator,0060566213
2136,,Don't Let's Go to the Dogs Tonight: An African Childhood,,,Alexandra Fuller,Random House Trade Paperbacks,English,315,Paperback,"['Memoir', 'Nonfiction', 'Africa', 'Biography', 'Biography Memoir', 'Autobiography', 'Travel']","December 1, 2001",3.96,55203.0,3678.0,1112.0,29200.0,14.99,https://www.goodreads.com/book/show/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight,
2137,9780749932824,Heaven and Earth ,Three Sisters Island,2,Nora Roberts,Judy Piatkus,English,416,Paperback,"['Romance', 'Paranormal', 'Fantasy', 'Fiction', 'Contemporary Romance', 'Paranormal Romance', 'Contemporary']","November 27, 2001",4.14,42203.0,1157.0,2252.0,9831.0,7.99,https://www.goodreads.com/book/show/59830.Heaven_and_Earth,0749932821
2138,9780099481683,Skipping Christmas,,,John Grisham,Arrow,English,198,Paperback,"['Fiction', 'Christmas', 'Humor', 'Holiday', 'Contemporary', 'Audiobook', 'Adult']","November 6, 2001",3.55,76374.0,6765.0,1908.0,26000.0,8.99,https://www.goodreads.com/book/show/5357.Skipping_Christmas,0099481685
2139,9780375726408,Empire Falls,,,Richard Russo,Vintage Books,English,483,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'Adult Fiction', 'Book Club']","May 8, 2001",3.94,121451.0,5156.0,2660.0,55700.0,12.99,https://www.goodreads.com/book/show/187020.Empire_Falls,0375726403
2140,,The Surgeon ,Rizzoli & Isles,1,Tess Gerritsen,Bantam Books,English,416,Paperback,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'Detective']","October 2, 2001",4.09,160457.0,5777.0,4278.0,115000.0,9.99,https://www.goodreads.com/book/show/32263.The_Surgeon,
2141,9780345446664,Death in Holy Orders ,Adam Dalgliesh,11,P.D. James,Ballantine Books,English,448,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']","January 1, 2001",3.92,16773.0,916.0,865.0,3698.0,9.99,https://www.goodreads.com/book/show/3825.Death_in_Holy_Orders,0345446666
2142,9780743287203,The Constant Gardener,,,John le Carré,Scribner,English,482,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Africa', 'Espionage', 'Crime', 'Mystery Thriller']","January 4, 2001",3.82,28215.0,1725.0,1367.0,18800.0,15.99,https://www.goodreads.com/book/show/19000.The_Constant_Gardener,0743287207
2143,9780446696616,1st to Die ,Women's Murder Club,1,James Patterson,Grand Central Publishing,English,424,Paperback,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Murder Mystery']","March 5, 2001",4.1,336950.0,7897.0,9057.0,146000.0,9.99,https://www.goodreads.com/book/show/13137.1st_to_Die,0446696617
2144,9780553802023,The Universe in a Nutshell,,,Stephen Hawking,Bantam,English,216,Hardcover,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Audiobook']","October 6, 2001",4.18,42378.0,1267.0,1700.0,61800.0,9.99,https://www.goodreads.com/book/show/2095.The_Universe_in_a_Nutshell,055380202X
2145,9780142501122,Room on the Broom,,,Julia Donaldson,Puffin Books,English,32,Paperback,"['Picture Books', 'Halloween', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Witches']","August 27, 2001",4.45,22990.0,1404.0,111.0,5853.0,,https://www.goodreads.com/book/show/177246.Room_on_the_Broom,0142501123
2146,9780060725129,Ninth Key ,The Mediator,2,Jenny Carroll,HarperTeen,English,287,Paperback,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Ghosts', 'Fiction', 'Supernatural']","January 30, 2001",4.06,40320.0,1175.0,358.0,6439.0,7.99,https://www.goodreads.com/book/show/199786.Ninth_Key,0060725125
2147,9780061031328,Thief of Time ,"Discworld, Death","26,5",Terry Pratchett,HarperTorch,English,378,Paperback,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Time Travel']","January 1, 2001",4.27,71300.0,2151.0,1288.0,23400.0,9.99,https://www.goodreads.com/book/show/48002.Thief_of_Time,0061031321
